summed_timesteps_area2,summed_timesteps_length2,summed_timesteps_length,summed_timesteps_area
"[221458109.2517883, 214043336.3704398, 213238063.0398936, 213108473.0601161, 215868073.93929574, 212078220.8622685, 208785045.9431626, 208230928.22228384, 208141447.72353715, 206841984.4451135, 205700045.0859798, 206125214.85785034, 216177167.01167557, 208123821.85104087, 202418006.71963343, 203363882.71176934, 205706223.94888106, 205893070.76432478, 205741987.60697243, 204651766.05613863, 204266631.5828638, 195804704.81233126, 195540884.37231967, 194947459.76046464, 190593498.22367865, 190776738.70467195, 184371702.75853226, 183522032.8215195, 183846295.75999552, 183997488.10210907, 183951423.08548626, 183398772.3631784, 182155265.0455265, 185422964.81412044, 183048544.6613546, 181873818.5415798, 180853388.16378194, 181497640.47154894, 182069552.0660122, 181502062.8319563, 181260523.89396566, 181312423.14605007, 158536814.77274996, 158234961.41165346, 158109364.43866676, 159752928.19434378, 158915429.96739757, 159583311.6901733, 159711182.0224634, 159898960.59170347, 159506208.90982857, 108952379.40407696, 109437196.08198182, 103839917.37081587, 104285043.81316474, 100840726.96744189, 101217108.89465182, 101134743.00223476, 101379701.92938997, 101511828.96907377, 103403394.27011114, 105008535.80317955, 103772591.69274999, 105323509.56700827, 104401007.90012021, 104127023.37776916, 104347081.9929849, 104193629.85669883, 104547252.74238269, 103962103.22927207, 105170588.35753553, 105470927.18075101, 105460137.54769056, 104854041.20880312, 104660438.00478597, 104823902.69246075, 104790170.66879624, 104733135.54086709, 104778682.98915729, 105407487.63437012, 105471521.39778966, 105053402.47095682, 105319991.06179495, 105020661.47618665, 105733855.58749947, 105453948.62470686, 101614721.65488826, 101522940.4235443, 101595304.84788589, 102079663.36686942, 103216015.78771591, 102309048.47952168, 102534229.93450001, 103516985.55017151, 103629099.04778832, 102628723.15327734, 102705047.33294517, 102587519.39895713, 102505231.46871899, 102398977.61996713, 102566475.28945586]","[290698.34848758095, 297410.345176362, 295009.97347154474, 291100.08547550143, 287994.8344217362, 284682.4546657449, 265085.34154396335, 251299.92156729844, 250710.76106018914, 234889.8824367324, 233035.04513118727, 224549.19251626302, 205461.37226862586, 192777.2371099623, 171233.95962215497, 155995.43675138403, 140811.9969533947, 122460.97462157653, 117979.58746913531, 139155.12103466256, 138373.00074432846, 135350.88022711512, 136924.3281707079, 135978.13622160238, 135177.79280626672, 140991.01017724758, 159287.82548172417, 160185.76434966162, 138937.45231703002, 140061.10943945035, 140249.41734330094, 145331.4479057167, 142653.3976572773, 158968.66759192577, 151072.318051857, 160377.68835560884, 165970.2330736071, 176603.6949456345, 175723.5914225168, 171952.3888154516, 168658.11465735332, 163171.4946999969, 156530.38373251574, 161255.86838720008, 178483.25365276638, 182611.12578974888, 184064.894598691, 189088.92940254475, 191832.83750501837, 190941.10089673102, 175936.8831193856, 160031.10120592325, 155580.0519845374, 149401.6556529286, 155816.5345642739, 150152.4773998178, 160669.4610315841, 162850.12985337334, 167678.66142931092, 169820.85739998842, 165093.18462701057, 165884.3655423508, 164807.36589994805, 161405.3828523679, 163496.05598948372, 167319.3118505914, 167203.45640603406, 162701.1080909916, 164487.56085560506, 164824.37988746396, 156530.37443873638, 157264.2517236878, 156897.57293586072, 154937.6280843104, 154170.75012514478, 154295.75732177382, 155182.4522797426, 153972.38890425305, 155629.00395665312, 157265.70374457724, 149707.63209808955, 149009.5058087267, 147670.58245342504, 143548.68922012593, 146375.33566429888, 145844.51807481522, 143990.8371768396, 144289.86855418264, 140541.98922153874, 140684.88389400596, 141244.26532469192, 139248.34680192953, 141080.1048226867, 141331.14671975668, 138932.44384420343, 142313.95694699555, 142419.70904068148, 141483.11778335823, 145336.2355941323, 143417.54726973848, 143796.25620569172]","[236758.28960856926, 244682.0476759682, 245021.06101751974, 243156.5232537703, 247375.01028912858, 251055.01125695015, 232913.79710245563, 206304.99992403577, 210634.010456528, 191065.8352429762, 190606.5163800447, 182917.81056548134, 162747.22471407807, 156949.5355482732, 141474.19552516856, 120106.71930664439, 116871.14426626975, 113491.39073105801, 97654.80350765733, 122512.76442418518, 126358.61899732158, 120781.05130528094, 122941.53436663601, 128698.26897515377, 126434.82884690369, 133998.43740441542, 151524.38953812583, 149402.37923435884, 129342.67509158926, 129895.28864374036, 130021.26180437393, 135485.78384334425, 134715.71052811606, 147294.0293362021, 141634.26078131882, 150618.69166772102, 160638.2485657314, 167947.29868103567, 164547.75850797354, 162540.7384444517, 163084.54631421238, 158539.94373713722, 139819.43078109768, 147376.52825529667, 155037.26092974542, 156276.48207640284, 159773.66161526644, 159565.95517317558, 170912.2102285932, 165026.72892918132, 157379.16345936406, 148959.66960290828, 146403.14201344165, 144138.87069439387, 148656.52588936477, 145407.50213999592, 154731.0783008044, 161711.97278887226, 167678.66142931092, 168464.98206255818, 159653.87219428646, 161484.21697505953, 157608.4419001181, 146068.13491584058, 153751.07612823183, 158007.5208300381, 157146.42586004292, 153656.3746069778, 149099.4843647321, 151552.46119076488, 140918.51489655988, 147294.22074471836, 138133.1808118083, 142629.8283913323, 142750.86979543025, 141623.5773093155, 142677.3105177879, 142219.02139977587, 142849.43324840354, 140752.89717930518, 136695.2219182592, 136672.5578952725, 134006.06977747098, 132730.33580828726, 130821.57645438885, 130815.20421366437, 129454.894950906, 132904.88201302759, 128298.01933482895, 128907.64360689574, 125159.27359759617, 127724.93316314215, 128694.61489714273, 125207.24584266853, 124358.71262824419, 128657.52838374599, 127145.12842346562, 131033.9603512107, 132873.23673394127, 131146.17208624445, 130742.62285108109]","[217330565.3480073, 210395411.91363063, 209956331.11895502, 210062710.92940295, 213051669.8425673, 210149516.8977493, 206898237.92866606, 204971355.8789181, 205379748.9632714, 203452934.03161785, 202490375.58630595, 202891036.06432015, 212664738.39820334, 205582201.88759777, 200080117.6481688, 200516357.78665578, 203870827.78243467, 205202236.95299223, 203918778.93595287, 203324057.765237, 203165251.4568852, 194381672.96997806, 194115051.28932306, 194315011.82126164, 189904218.17695332, 190237333.4929167, 183844088.93175784, 182716790.4404224, 183030371.53680405, 183150970.61692038, 183105008.75276962, 182537846.1677796, 181463335.60798487, 184540278.9357122, 182430798.50605488, 181325955.79873028, 180510648.162939, 180869276.4995612, 181468349.23493698, 180936810.53428957, 181002892.11670673, 181093796.2315839, 157721283.41636658, 157626067.5994171, 156488124.31577444, 157905524.9251388, 157476967.5721819, 157541285.25982726, 158558546.36572272, 158213800.0048362, 158436586.31048298, 108216059.96086259, 108744709.48409672, 103348941.76708625, 103727822.60960707, 100502175.58952011, 100626665.1096305, 101082196.73076624, 101379701.92938997, 101458458.91743875, 102946726.82452244, 104493272.59437217, 103019006.0376213, 103973790.47237076, 103499115.47619233, 103428270.4371031, 103587802.40628472, 103497066.35114586, 103406676.45441213, 102821857.86906362, 103725449.50950852, 104596071.7509856, 103672305.39357473, 103845690.7522501, 103733539.8582847, 103787804.73354322, 103844501.16116396, 103776221.0834892, 103782568.64464274, 103966755.34936483, 104421481.03619917, 104021819.58502257, 104273150.96640594, 104070307.32473408, 104658634.33591864, 104281741.26725426, 100346296.86731386, 100611658.56058161, 100641448.4817429, 101098462.2896997, 101751490.63458264, 101338481.49317141, 101533660.69411784, 102010412.02979222, 102200427.7471104, 101534535.19528922, 101256226.177484, 101684204.15524982, 101481872.26771204, 101375805.96474923, 101454439.96658336]"
